%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
365275500000,932,365274500000,fcu,6.10010814667,-9.209400177,0.97211509943,-0.00185181082852,0.00505624690085,-0.709580236975,0.704604067869
365514500000,933,365514500000,fcu,6.1950340271,-9.35186386108,0.969057321548,-0.000583524572982,0.00952387241538,-0.70906160769,0.705081975272
365755500000,934,365754500000,fcu,6.29719591141,-9.50160503387,0.967092752457,0.000858837679397,0.0109942997845,-0.708541107833,0.705583365933
365995500000,935,365995500000,fcu,6.40459108353,-9.65586090088,0.967214107513,-0.000247907269487,0.00763391822499,-0.708016159147,0.706154926501
366234500000,936,366234500000,fcu,6.50282764435,-9.792760849,0.966944992542,-0.00163094493552,0.00475338878739,-0.707465701256,0.706729811781
366474500000,937,366474500000,fcu,6.60750484467,-9.93329524994,0.971169829369,0.00090588778303,-0.00848008601805,0.706901515754,-0.707260570465
366714500000,938,366714500000,fcu,6.72034645081,-10.082531929,0.970652580261,-0.000833449121958,-0.0110272434093,0.706317730538,-0.707808567901
366955500000,939,366954500000,fcu,6.8398399353,-10.2381639481,0.971388459206,-0.000428784511245,-0.00805283846585,0.705738428255,-0.708426593813
367194500000,940,367194500000,fcu,6.94614076614,-10.3733463287,0.97345083952,0.00110316863837,-0.00449390141288,0.705131071936,-0.709061886763
367435500000,941,367435500000,fcu,7.05751609802,-10.5123147964,0.973127186298,0.00117501279368,-0.00744795852886,0.704511208396,-0.709652805605
367680500000,942,367674500000,fcu,7.17670106888,-10.6592187881,0.966066718102,-0.00100098982155,-0.0112522231239,0.703866474155,-0.710242474128
367914500000,943,367914500000,fcu,7.30378913879,-10.8142080307,0.962763488293,-0.000653960246484,-0.00888889260235,0.703231599159,-0.710904971053
368155500000,944,368155500000,fcu,7.41977596283,-10.9534702301,0.965137779713,0.00107106767391,-0.00484891547466,0.702562350129,-0.711604865789
368395500000,945,368395500000,fcu,7.53795337677,-11.0919303894,0.964984714985,0.0017494382634,-0.00565434541023,0.701882118824,-0.712268530204
368634500000,946,368634500000,fcu,7.66321372986,-11.2373466492,0.968315839767,-0.000506642653024,-0.0104835033548,0.701168139859,-0.712918704424
